Product Name,Current Price,Old Price,Rating
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Cream + Face Serum,"KSh 1,199","KSh 1,900",N/A
Fruit Of The Wokali  Snail Repairing Cream + Vitamin C Facial Serum,KSh 999,"KSh 1,900",N/A
Dr. Rashel Vitamin C Face Serum -50ml.,KSh 499,KSh 900,N/A
Fruit Of The Wokali Snail Repairing Anti-aging Cream+Vitamin C Facial Serum,KSh 837,"KSh 1,200",N/A
"SADOER  3 Pcs Dark Spots Anti-Aging Starter Kit: Vitamin C Face Serum, Cream & Cleanser For All Skins","KSh 1,300","KSh 2,000",N/A
"Mabox  Vitamin C, Hyaluronic Acid,Vitamin E Anti Aging Serum-ORIGINAL","KSh 1,800",N/A,N/A
DR MEINAIER Goji Anti-Aging Goji Berry+ Vitamin C&E Facial Serum 100ml,"KSh 1,223","KSh 1,723",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum + Cream + Soap,"KSh 1,120",N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Cream + Face Serum,KSh 805,N/A,N/A
Mabox Vitamin C Plus Age Defence Serum With Retinol&Niacinamide,"KSh 1,969",N/A,N/A
Fruit Of The Wokali Snail Repairing Anti-aging Cream+Vitamin C Facial Serum,KSh 837,N/A,N/A
Mabox Hyaluronic Acid Serum For Face With Vitamin C & E - 30ml,"KSh 2,250",N/A,N/A
Moroccan Argan Oil  Facial Serum for Whole Body with Organic Vitamin C Treats Hyperpigmentation Whitening Booster Serum 120ml,KSh 589,N/A,N/A
"DRMEINAIER Vitamin C Anti-Aging, Brightening Face Serum- 30ml",KSh 377,N/A,N/A
"Dr. Rashel Vitamin-C Facial Serum Dark Spots, Fine Lines & Dark Circles","KSh 1,000",N/A,N/A
Fruit Of The Wokali Vitamin C Facial Serum-40 Ml,KSh 800,N/A,N/A
Dr. Rashel Vitamin C Brightening And Anti Aging Face Serum,"KSh 1,000",N/A,4.1 out of 5
Dr. Rashel Vitamin C eye serum-30ml,"KSh 1,000",N/A,N/A
Naturals Vitamin C Facial Serum -30ml,KSh 625,KSh 850,4 out of 5
Dr. Rashel Vitamin C Face Serum,KSh 449,KSh 545,N/A
Dr. Rashel Vitamin C Face Cream + Face Serum + Eye Serum + Cleanser Set,"KSh 1,999",N/A,N/A
Dr. Rashel Vitamin-C Facial Serum-Hyaluronic Acid -Dark Spots,"KSh 2,000",N/A,N/A
Disaar Vitamin C Serum Facial Serum,KSh 420,N/A,5 out of 5
"Dr. Rashel Vitamin C eye serum for dark circles, wrinkles,eye bags","KSh 1,190",N/A,N/A
Dr. Rashel Vitamin C Face Serum + Coffee Salt Bath Scrub,KSh 999,N/A,N/A
Dr. Rashel Vitamin C Brightening And Anti-Aging Face Serum,KSh 850,N/A,5 out of 5
Dr. Rashel Vitamin C Eye Serum - 30 ml,KSh 800,N/A,N/A
ENVISHA 30% Vitamin C Serum,"KSh 1,700",N/A,N/A
Dr. Rashel Vitamin C Brightening And Anti-Aging Face Serum,KSh 550,N/A,N/A
Mabox Vitamin C Face Serum Firming Anti-Aging Anti-Wrinkles Serum,"KSh 1,550","KSh 1,800",N/A
Kojie San Kojic Acid Whitening Serum With Vitamin C - 50ml,KSh 549,"KSh 1,000",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum and Face Cream,KSh 899,"KSh 1,000",N/A
"Fruit Of The Wokali Vitamin C Soap, Facial Serum + Vitamin C Cream 3in1 Set","KSh 1,400",N/A,N/A
Dr. Rashel Vitamin C Anti-aging And Brightening Face Serum 50ml-,KSh 580,KSh 999,N/A
Naturals Vitamin C Facial Serum,KSh 500,N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum,"KSh 1,297","KSh 1,497",N/A
Disaar Vitamin C VC Face Serum Anti-Aging Hyaluronic Acid,KSh 600,N/A,4 out of 5
"Dr. Rashel 3 in 1 Serum set (Retinol, Vitamin C and Hyaluronic acid serum)","KSh 1,478","KSh 2,948",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum-50ml,KSh 550,KSh 984,N/A
Meinaier Vitamin C Firming Anti-aging&Brightening Serum-100ml,KSh 599,KSh 750,2 out of 5
Kojic Acid Whitening Serum With Vitamin C - 50ml,KSh 549,"KSh 1,000",N/A
Mabox Vitamin C Plus Age Defence Serum With Retinol&Niacinamide,"KSh 4,872","KSh 4,972",N/A
Dr. Rashel Vitamin C Face Serum -50ml.,"KSh 1,235","KSh 1,335",N/A
"Mabox  Vitamin C, Hyaluronic Acid,Vitamin E Anti Aging Serum","KSh 3,400","KSh 3,600",N/A
Mabox More Perfect Hyaluronic Acid Facial Serum With Vitamin C&E-30ml,"KSh 4,100","KSh 4,200",N/A
"DRMEINAIER Vitamin C Anti-Aging, Brightening Face Serum- 30ml",KSh 999,N/A,N/A
"QBD Vitamin C Anti-aging, Anti Wrinkle, Anti Acne Face Serum",KSh 999,N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - 50ml,KSh 999,N/A,N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 999,"KSh 1,800",N/A
Dr. Rashel Vitamin C Face Serum + Face Cream,"KSh 600 - KSh 1,000","KSh 1,000 - KSh 1,500",N/A
Dr. Rashel Vitamin C Face Cream + Face Serum + Eye Serum + Cleanser Set,"KSh 1,549","KSh 1,870",N/A
Fruit Of The Wokali  99% Vitamin C Facial Serum,"KSh 1,000","KSh 1,500",N/A
Dr. Rashel  Vitamin C Brightening & Anti-Aging Face Serum + Face Cream,"KSh 1,400","KSh 1,699",N/A
Fashion Dr. Rashel Vitamin C Face Serum -50ml.,KSh 700,KSh 800,N/A
Disaar Vitamin C Whitening Serum Hyaluronic Acid -30ml,"KSh 1,200",N/A,N/A
SADOER Vitamin C Brightening Essence Fresh Orange Essence Hydrating Moisturizing Serum 30ml,KSh 600,KSh 850,N/A
Dr. Rashel Vitamin-C Brightening Primer Serum-even Skin Tone,KSh 466,KSh 900,N/A
Dr. Rashel Vitamin C Brightening And Anti-aging Face Cream + Face Serum,KSh 899,"KSh 1,000",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum -50ml ,KSh 500,KSh 600,N/A
Dr. Rashel Vitamin C Brightening And Anti-aging Face Cream + Face Serum,KSh 798,"KSh 1,000",N/A
Dr. Rashel Vitamin-C & Niaciname Brightening Primer Serum,KSh 497,KSh 800,N/A
Dr. Rashel Vitamin C Face Cream + Face Serum + Eye Serum,"KSh 1,189","KSh 1,200",N/A
Fruit Of The Wokali Vitamin C Facial Serum,KSh 705,"KSh 1,000",N/A
Dr. Rashel Vitamin C Face Serum - 50 Ml,KSh 448,KSh 600,N/A
BB Clear BB Clearr Lightening Unifying Serum With AHA & Vitamin C- 30ml,KSh 539,"KSh 1,000",N/A
Dr. Rashel Vitamin C Niacinamide & Brightening Primer Serum-100ml.,KSh 490,KSh 700,N/A
Dr. Rashel Vitamin C Anti-Ageing Face Serum + Black Soap,KSh 860,KSh 900,N/A
Fruit Of The Wokali Vitamin C Facial Serum + Skin Care Cream,KSh 769,N/A,N/A
Garnier Even & Matte Vitamin C Booster Serum 30ml.,"KSh 2,099","KSh 2,900",N/A
"BB Clear Lightening Unifying Serum Even Skintone,Knuckles With AHA&Vitamin C",KSh 620,"KSh 1,200",N/A
Karan Vitamin C Brightening Serum + Fruit Extracts,"KSh 1,299","KSh 1,499",N/A
Fruit Of The Wokali Vitamin C Face Serum With Hyaluronc Acid,KSh 699,"KSh 1,205",N/A
Dr. Rashel Vitamin C Face Serum -50ml.,KSh 631,N/A,N/A
Aichun Beauty Vitamin C Facial Serum,KSh 499,KSh 850,N/A
"Mabox Vitamin C Super Serum Plus for Face,  Skin Care Anti-Aging, Anti-Wrinkle, ","KSh 1,799","KSh 1,999",N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 599,"KSh 1,000",N/A
De Professional Skin Care Vitamin C Hyaluronic Acid Brightening Anti-aging Serum-100ml,KSh 570,KSh 800,N/A
De Professional Skin Care Vitamin C +AHA Facial Whitening Serum -100 Ml..,KSh 645,"KSh 1,190",4 out of 5
Eveline Cosmetics Expert C Youth Activator 12% Anti Ageing Vitamin C Serum,"KSh 2,000",N/A,N/A
Vitamin C Brightening & Anti-Aging Face Cream + Face Serum,KSh 799,KSh 800,N/A
"QBD vitamin c serum anti aging,anti acne brightening serum",KSh 999,"KSh 1,500",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum -30ml.,KSh 533,KSh 800,5 out of 5
Dr. Rashel Vitamin C Whitening Face Serum+ Vitamin C Brightening & Anti-Aging Whitening Soap,KSh 999,N/A,N/A
ORIGINAL ANTI-ACNE VITAMIN C SERUM MOISTURIZING And BRIGHTENING FACE SERUM,KSh 399,KSh 649,N/A
Pei Mei Retinol C Serum + Vitamin C Serum - Brightening Moisturizing,"KSh 1,000","KSh 1,200",N/A
Pei Mei Vitamin C Face Serum,KSh 600,KSh 900,N/A
"Dr. Rashel Vitamin-C Facial Serum Dark Spots, Fine Lines & Dark Circles",KSh 750,N/A,N/A
Wokali Vitamin C Facial Serum,"KSh 1,019",N/A,N/A
"Dr. Rashel 2in1 VITAMIN C Brightening DAY Serum + RETINOL Firming & Anti Aging NIGHT Serum. Fades Dark Spots, Pigmentations, Wrinkles, Evens & Moisturizes","KSh 1,598",N/A,N/A
"Dr. Rashel RETINOL & Vitamin C 2IN1 DAY + NIGHT Face SERUM + 2in1 DAY & NIGHT Face CREAM. Removes Dark Spots, Wrinkles, Pigmentations, Firms & Evens","KSh 2,999",N/A,N/A
Dr. Rashel  Vitamin C Brightening & Anti- Aging FACE SERUM,KSh 999,"KSh 1,200",N/A
QBD Vitamin C + AHAH Brightening Face Serum,KSh 769,KSh 999,N/A
Wokali Vitamin C Facial Serum,KSh 699,N/A,4 out of 5
Dr. Rashel Vitamin C Brightening And Anti-aging Face Cream + Face Serum,KSh 890,"KSh 1,200",N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum,KSh 799,"KSh 1,300",N/A
Even & Matte Vitamin C Booster Serum 30ml,"KSh 2,399","KSh 4,000",N/A
"Dr. Rashel Vitamin C Set 4 In 1 Day/Night Creams, Cleanser And Serum","KSh 2,300","KSh 3,000",N/A
"QBD vitamin c serum anti aging,anti acne brightening serum","KSh 1,036","KSh 1,480",N/A
Mabox Vitamin C  Face Serum  Firming Anti Wrinkle Serum,"KSh 2,050",N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Serum - 50ml,KSh 800,"KSh 1,500",3.3 out of 5
Mabox  Vitamin C Plus Age Defence Serum With Retinol&Niacinamide,"KSh 1,799","KSh 1,999",N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum,KSh 880,N/A,N/A
Dr. Rashel Vitamin C Face Serum -50ml.,KSh 440,KSh 850,N/A
Moroccan Argan Oil Argan - Oil - Serum (With - Vitamin - C & E) 120ml,KSh 488,KSh 968,N/A
Fruit Of The Wokali  99% Vitamin C Facial Serum - 40ml,"KSh 1,100","KSh 1,300",N/A
"Dr. Rashel Vitamin C Face Serum,50ml",KSh 470,N/A,N/A
Naturals Vitamin C Serum + Rose Hip Hyaluronic Astaxanthin Vitamin E,KSh 950,"KSh 1,200",N/A
Meinaier Cosmeceutical Vitamin C Whitening &Texture Face Serum,KSh 999,"KSh 1,200",3.5 out of 5
"Naturals Hyaluronic Facial Serum - Rose Hips, Green Tea, Vitamin C/E",KSh 750,"KSh 1,050",N/A
Meinaier 100% Pure Organic Hyaluronic Acid Vitamin C Face Serum,KSh 790,"KSh 1,500",3.7 out of 5
QBD Vitamin C Hyaluronic Professional Brightening Serum-,KSh 630,KSh 999,N/A
Meinaier Meineir 20% VITAMIN C SKIN BRIGHTENING SERUM Fades Scars and Spots,KSh 999,"KSh 1,499",3 out of 5
Naturals Vitamin C Serum for Brighter Skin,"KSh 1,099","KSh 2,500",1 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum-50ml,KSh 499,N/A,N/A
Wokali 99% Vitamin C Facial Serum 40ml,"KSh 1,200","KSh 1,400",N/A
O'Carly Vitamin C Pure 99% Face Serum,KSh 599,N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum (50ml),"KSh 1,750","KSh 2,000",N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum,KSh 800,N/A,N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum,KSh 725,"KSh 1,000",N/A
Dr. Rashel Vitamin C Brightening & Anti-aging Face Serum,KSh 695,KSh 799,N/A
Dr. Rashel Vitamin C Brightening & Anti-aging Eye Serum,KSh 845,KSh 995,N/A
Dr. Rashel Vitamin C Brightening & Anti-aging Face Serum,KSh 915,KSh 985,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum,"KSh 1,495","KSh 1,555",N/A
Dr. Rashel Vitamin C Brightening & Anti-aging Eye Serum,KSh 695,KSh 799,N/A
Dr. Rashel Vitamin C Face Serum (Anti-Aging),KSh 528,"KSh 1,048",N/A
QBD Vitamin C+ Hyaluronic Acid Anti-aging & Brightening Serum-100ml,KSh 525,N/A,N/A
Dr. Rashel Vitamin C Face Serum (Anti-Aging),KSh 529,KSh 729,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum,KSh 800,"KSh 1,600",N/A
Vitamin C And Niacinamide Brightening Primer Serum,KSh 839,N/A,N/A
Disaar Vitamin C Whitening Face Serum 30ml,"KSh 1,000",N/A,N/A
Mabox Anti-acne Vitamin C Serum With Hyaluronic Acid + Vitamin E Face Serum,"KSh 1,799","KSh 1,999",N/A
 20% Vitamin C Serum,"KSh 5,999","KSh 7,500",N/A
"Dr. Rashel Vitamin C Serum , Naturally pure C & E","KSh 1,199","KSh 1,499",N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum,"KSh 1,350","KSh 1,600",N/A
BB Clear AHA VITAMIN C UNIFYING KNUCKLES SPOTS SUN SERUM,"KSh 1,050","KSh 1,200",N/A
Vitamin C Booster Serum 30ml Twin Pack,"KSh 4,900",N/A,N/A
Roushun  Vitamin C & E Hydrating Skin Healthy Face Serum,"KSh 1,150","KSh 1,450",N/A
BB Clear VITAMIN C UNIFYING KNUCKLES SPOTS SERUM,"KSh 1,550","KSh 1,950",N/A
Garnier BRIGHT COMPLETE 30x VITAMIN C BOOSTER SERUM 30ML,"KSh 2,949","KSh 3,499",N/A
"Mabox  Vitamin C, Hyaluronic Acid,Vitamin E Anti Aging Serum-ORIGINAL","KSh 1,800",N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum--,KSh 690,"KSh 1,200",N/A
O'Carly Vitamin C Pure 99% Face Serum,KSh 779,KSh 900,5 out of 5
Dr. Rashel Vitamin-C Brightening Primer Serum-even Skin Tone,KSh 466,KSh 900,4.4 out of 5
"SADOER 5Pcs Vitamin C Whitening Skin Care Set: Face Cream, Serum, Eye Cream, Exfoliator & Cleanser","KSh 1,287","KSh 1,369",N/A
"SADOER  Evening Primrose Vitamin C Gel & Oil Serum Refreshing, Moisturizing, Nourishing",KSh 855,KSh 900,N/A
Dr. Rashel  Vitamin C Face Serum + Sunscreen,KSh 893,"KSh 1,800",N/A
Roushun Skion Healthy Serum With Vitamin C & E & SPF60,KSh 664,"KSh 1,200",N/A
"Disaar 4Pcs Skin Care Set Vitamin C Face Serum, Cream, Cleanser & Eye Cream Pimples Black Face Spots",KSh 273 - KSh 931,KSh 290 - KSh 990,N/A
SADOER  Vitamin C Brightening Serum + Vitamin C Face Cream,KSh 664,KSh 800,N/A
"Disaar  4Pcs Skin Care Set Vitamin C Face Serum, Cream, Cleanser & Eye Cream Pimples Black Face Spots","KSh 1,206","KSh 1,269",N/A
SADOER Skin Care Vitamin C Moisturizing Gel & Face Serum For All Skin Types Anti-Ageing Wrinkle Remover,KSh 599,KSh 630,N/A
Dr. Rashel  Vitamin C Face Serum + Sunscreen,KSh 855,"KSh 1,800",N/A
"Disaar Skin Care Set Vitamin C Face Serum, Cream, Cleanser, Sunscreen Smooth Gel   & Eye Cream","KSh 204 - KSh 1,424","KSh 215 - KSh 1,499",N/A
"Disaar 3Pcs Vitamin C Face Cream, Serum & Cleanser Gentle Brightening Cleanse Anti-Aging & Improve Texture","KSh 1,614","KSh 1,699",N/A
"SADOER 5Pcs Vitamin C Whitening Skin Care Set: Face Cream,Face  Serum, Eye Cream, Exfoliator & Cleanser","KSh 290 - KSh 1,310","KSh 290 - KSh 1,379",N/A
"MOOYAM  Vitamin C, Hyaluronic Acid, Niacinamide Vitamin E Super Serum",KSh 475,KSh 980,N/A
Fruit Of The Wokali Vitamin C Facial Serum Multi-Function Essence Anti-Aging Serum 40ml,KSh 428,KSh 800,N/A
Beauty Kiseki Dr. Rashel Vitamin C Brightening & Anti-Aging Face Cream + Face Serum,"KSh 1,425","KSh 1,500",N/A
Beauty Credit Dr. Rashel Vitamin C Brightening And Anti-aging Face Cream + Face Serum,"KSh 1,329","KSh 2,000",N/A
Some By Mi Galactomyces Pure Vitamin C Glow Serum 30 ML,"KSh 3,154","KSh 4,100",N/A
Dr. Rashel Vitamin C & Niacinamide Brightening Primer Serum,KSh 523,KSh 650,N/A
Dr. Rashel Vitamin C Essence Toner + Face Serum,KSh 814,"KSh 1,100",N/A
Beauty Dr. Rashel Vitamin C Face Serum + Cream + Toner,"KSh 1,519","KSh 1,599",N/A
Fruit Of The Wokali  99% Vitamin C Facial Serum,KSh 950,"KSh 1,500",N/A
Some By Mi Galactomyces Pure Vitamin C Glow Serum 30 ML,"KSh 3,373","KSh 4,500",N/A
California Vitamin C Facial Serum Remove Dark Circles Freckles Spots,KSh 743,"KSh 1,500",N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum,KSh 950,"KSh 1,500",N/A
Fruit Of The Wokali Vitamin C Facial Serum,KSh 846,"KSh 1,000",N/A
Fruit Of The Wokali Vitamin C Facial Serum,KSh 869,"KSh 1,000",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum,KSh 650,"KSh 1,000",N/A
Dr. Rashel Vitamin C Brightening And Anti-aging Face Serum,KSh 470,N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum,KSh 704,"KSh 1,000",N/A
Disaar  Vitamin C Glow & Moisture Face Serum With Hyaluronic Acid For Anti-Aging Whitening & Removing Acnes,KSh 388,KSh 608,N/A
Roushun SKINCARE 20 Vitamin C Serum With Hyaluronic Acid30ml,"KSh 1,126","KSh 1,136",N/A
Fruit Of The Wokali  Snail Repairing Cream + Vitamin C Facial Serum,KSh 999,"KSh 1,900",N/A
Fruit Of The Wokali Snail Repairing Cream + Vitamin C Facial Serum,KSh 999,"KSh 1,700 - KSh 1,900",N/A
"Dr. Rashel Vitamin C Face Serum + Rice, Milk & Collagen Soap",KSh 999,"KSh 1,900",N/A
"Dr. Rashel  Vitamin C Face Serum + Rice, Milk & Collagen Soap",KSh 999,"KSh 1,900",N/A
Fruit Of The Wokali Snail Repairing Cream + Vitamin C Facial Serum,KSh 999,"KSh 1,900",N/A
"SADOER Vitamin C Face Serum + Facial Cleanser for Reducing Wrinkles, Wound Healing, Hyperpigmentation, Even Skin Tone & Protect Sun Damage",KSh 699,"KSh 1,250",N/A
"SADOER Vitamin C Face Serum + Vitamin C Face Cream, Face Brightening, Dark Spots corrector, whitening Serum and cream Moisturizing, Even Tone, Anti Acne , Black Heads Remover , Anti Wrinkles, Anti Ageing",KSh 799,"KSh 1,400",N/A
Disaar 4Pcs Skin Care Vitamin C Face Serum+ Cream + Cleanser & Eye Cream for Pimples Black Face Spots Dark Spots Aging & Wrinkles Set,"KSh 1,279","KSh 2,500",N/A
"SADOER 2 in 1, Vitamin C Face Brightening Serum + Face Cleanser Vitamin C Facial Cleanser, Anti Acne, Face brightening, Face Moisturizer, Anti Ageing, Antiwrinkle, Dark Spots Corrector",KSh 749,"KSh 1,400",N/A
"SADOER 2 in 1 Collagen Face Serum Anti Aging Collagen Serum + Collagen Face Cream Anti Aging Cream, Moisturizing Anti wrinkles and Anti Fine Lines Face smoothening Moisturizer, Vitamin C Complementary",KSh 799,"KSh 1,500",N/A
"SADOER 4 in 1, Vitamin C Face Cream + Vitamin C Serum + Face Brightening Cleanser + Vitamin C Lip Brightening Lip balm",KSh 989,"KSh 1,800",N/A
SADOER 3 Pcs Dark Spots Anti-Aging Starter Kit: Vitamin C Face Serum + Cream + Cleanser For All Skins,KSh 939,"KSh 1,700",N/A
Disaar Vitamin C  Hyaluronic Face Serum 30 ml,KSh 869,N/A,N/A
"Pei Mei  Vitamin C Brightening, Anti Acne Serum",KSh 450,KSh 650,N/A
Dr. Rashel Vitamin C Brightening Serum,KSh 575,N/A,1.5 out of 5
Dr. Rashel Vitamin C Brightening And Anti-aging Face Cream + Face Serum,KSh 910,"KSh 1,000",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Eye Serum,"KSh 1,190",N/A,5 out of 5
"Dr. Rashel Vitamin C Face Serum + Rice, Milk & Collagen Soap",KSh 999,"KSh 1,900",N/A
Dr. Rashel  Vitamin C Face Serum -50ml.,KSh 499,KSh 900,N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 650,"KSh 1,100",N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 699,"KSh 1,000",N/A
Dr. Rashel Vitamin C Face Serum - 50 Ml,KSh 445,KSh 700,N/A
PeiMei Vitamin C Facial Serum - 30ml,KSh 499,KSh 700,N/A
Vitamin C + Hyaluronic Acid Anti-aging Freckle Removing Facial Serum ,KSh 913,N/A,N/A
Laiou Yan Beauty Vitamin C Brightening & Anti-Aging Mask Face Serum,KSh 750,"KSh 1,050",N/A
"Fruit Of The Wokali Vitamin C Skin Care Cream, Facial Serum and Body Lotion","KSh 1,450","KSh 2,500",N/A
Dr. Rashel Vitamin C Face Serum and SPF 60++ Sunscreen,KSh 815,"KSh 1,000",N/A
Fruit Of The Wokali Vitamin C Facial Serum + Skin Care Body Lotion,"KSh 1,250","KSh 2,000",N/A
Dr. Rashel Vitamin-C & Niaciname Brightening Primer Serum,KSh 750,"KSh 1,000",4 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Serum,KSh 750,"KSh 1,000",5 out of 5
QBD Vitamin C+ Hyaluronic Acid Anti-aging & Brightening Serum-100ml,KSh 525,N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum-50ml,KSh 499,N/A,N/A
Dr. Rashel  Vitamin C SET 4 IN 1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,499",N/A,N/A
Karan Vitamin C Brightening Serum + Fruit Extract - 500ml,KSh 750,N/A,N/A
Some By Mi Galactomyces Pure Vitamin C Glow Serum 30 ML,"KSh 3,420","KSh 4,200",N/A
Dr. Rashel Vitamin C Eye Serum - 30 Ml,KSh 899,N/A,N/A
Truskin Hydrating Brightening & Anti Aging Vitamin C Facial Serum,"KSh 5,799","KSh 6,500",N/A
Dr. Rashel Vitamin C Face Serum (Anti-Aging),KSh 528,"KSh 1,048",N/A
Moroccan Argan Oil Argan - Oil - Serum (With - Vitamin - C & E) 120ml,KSh 900,"KSh 1,200",N/A
"Dr. Rashel 3 in 1 Serum set (Retinol, Vitamin C and Hyaluronic acid serum)","KSh 2,500","KSh 2,948",N/A
"Pei Mei  Vitamin C Brightening, Anti Acne Serum","KSh 1,040","KSh 1,300",N/A
Dr. Rashel Vitamin c Brightening and Anti-aging serum 50ml,KSh 970,"KSh 1,400",N/A
Dr. Rashel Vitamin C Face Serum (Anti-Aging),KSh 529,KSh 629,N/A
"Garnier Vitamin C Serum - Bright Complete, 30ml",KSh 950,N/A,N/A
DR MEINAIER Vitamin C  face & body Serum for speed whitening-500ml,"KSh 1,499","KSh 2,000",N/A
QBD Vitamin C Serum,KSh 500,N/A,N/A
Dr. Rashel Vitamin C Face Serum For Brightening & Anti-Aging,KSh 549,KSh 890,N/A
Dr. Rashel Vitamin C Face Serum + Face Cream,"KSh 1,000","KSh 1,500",N/A
Moroccan Natural Lait Brightening Argan Serum With Vitamin C&E,KSh 900,"KSh 1,500",N/A
QBD Vitamin C Serum,KSh 470,KSh 500,N/A
Fruit Of The Wokali Vitamin C Facial Serum,KSh 550,KSh 700,N/A
Cosrx Vitamin C 23% Serum With Vitamin E & Hyaluronic Acid - 20g,"KSh 2,394","KSh 2,493",N/A
"Dr. Rashel Vitamin C set of Face cleanser, Toner, Cleansing milk, Face serum and Face cream","KSh 2,999","KSh 3,499",N/A
DR MEINAIER Natural Vitamin C WHITENING Serum,"KSh 1,199","KSh 1,399",N/A
The Purest Solutions Brightening & Lightening Vitamin C Serum 30ml,"KSh 3,900",N/A,N/A
"QBD Vitamin C Anti-aging, Anti Wrinkle, Anti Acne Face Serum",KSh 497,N/A,N/A
Dr. Rashel  Vitamin C Brightening & Anti- Aging Face Serum,"KSh 1,300","KSh 1,600",N/A
"Pei Mei Vitamin C Brightening, Anti Acne Serum(30 ml)",KSh 700,N/A,N/A
Mabox Anti-acne Vitamin C Serum Anti-aging Moisturizing Face Serum,KSh 849,"KSh 1,499",N/A
Dr. Rashel Vitamin C Face Cream+Face Serum+Eye Serum,"KSh 1,359","KSh 1,900",N/A
Olay Vitamin C + Peptides 24 Brightening Serum,"KSh 8,399","KSh 9,000",N/A
Mad Hippie Vitamin C Face Serum,"KSh 8,550","KSh 9,000",N/A
Moroccan Beauty Natural Lait Brightening Argan Serum With Vitamin C&E,KSh 599,KSh 999,N/A
Dr. Rashel Vitamin C & Niacinamide Brightening Primer Serum,KSh 495,KSh 899,N/A
Fruit Of The Wokali Vitamin C Facial Serum Anti-Aging Serum 40ml,KSh 600,KSh 909,N/A
Naturals Vitamin C Facial Serum Rosehips Hyaluronic Acid Vitamin E,KSh 330,KSh 598,N/A
Dr. Rashel Vitamin C Face Serum -50ml.,KSh 599,KSh 989,N/A
"Veetgold Vitamin C Face & Body Serum SPF 15. Anti-Aging, Fades Pigmentations, Lightens, Glows, Whiten Dark Spots, Is Ant-Aging, Evens the skin tone, Brightens, Moisturizes, Exfoliates, Removes Freckes, dark knuckles, Smooths & Softens",KSh 999,N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum + Cream + Soap,"KSh 1,034","KSh 1,899",N/A
Roushun  Skin Healthy Serum With Vitamin C & E & SPF 60,"KSh 1,199","KSh 1,500",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum + Face Cream,KSh 820,"KSh 1,430",N/A
Kojie San Whitening Serum With Vitamin C- For Spots & Scars,KSh 569,KSh 999,N/A
Garnier  GarnierEven & Matte Vitamin C Booster Serum,"KSh 1,850","KSh 2,500",N/A
O'BAO BAO Vit C Serum - Vitamin C Serum ,"KSh 3,990",N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum & Cream.,KSh 755,"KSh 1,000",N/A
Dr. Rashel  Vitamin C Brightening & Anti-Aging Face Serum Vitamin C Brightening & Anti-Aging Face Serum,KSh 419,KSh 500,N/A
LansYade Vitamin C Natural Skincare Brightening Plus Fruit Extract Serum,KSh 900,"KSh 1,000",N/A
Dr Rashell 2 In 1 Vitamin C Brightening Face Cream And Serum,"KSh 1,043","KSh 1,391",N/A
"Facial Mask, Anti-Ageing Vitamin C Serum & Sunscreen SPF 80","KSh 1,405","KSh 2,539",N/A
Dr. Rashel Dr Rashel Vitamin C Eye Serum°°,KSh 725,"KSh 1,043",N/A
"Facial Mask, Anti-Ageing Vitamin C Serum & Sunscreen SPF 80","KSh 1,405","KSh 2,539",N/A
